fetched_at,commence_time,home_team,away_team,bookmaker,market,team,price,point
20260312,2026-03-12T18:44:20Z,Wisconsin Badgers,Washington Huskies,draftkings,h2h,Wisconsin Badgers,-425,
20260312,2026-03-12T18:44:20Z,Wisconsin Badgers,Washington Huskies,draftkings,spreads,Washington Huskies,-120,7.5
20260312,2026-03-12T18:44:20Z,Wisconsin Badgers,Washington Huskies,draftkings,spreads,Wisconsin Badgers,-110,-7.5
20260312,2026-03-12T18:44:20Z,Wisconsin Badgers,Washington Huskies,draftkings,totals,Over,-115,159.5
20260312,2026-03-12T18:44:20Z,Wisconsin Badgers,Washington Huskies,draftkings,totals,Under,-115,159.5
20260312,2026-03-12T18:44:20Z,Wisconsin Badgers,Washington Huskies,betmgm,h2h,Washington Huskies,290,
20260312,2026-03-12T18:44:20Z,Wisconsin Badgers,Washington Huskies,betmgm,h2h,Wisconsin Badgers,-400,
20260312,2026-03-12T18:44:20Z,Wisconsin Badgers,Washington Huskies,betmgm,spreads,Washington Huskies,-105,6.5
20260312,2026-03-12T18:44:20Z,Wisconsin Badgers,Washington Huskies,betmgm,spreads,Wisconsin Badgers,-125,-6.5
20260312,2026-03-12T18:44:20Z,Wisconsin Badgers,Washington Huskies,betmgm,totals,Over,-115,157.5
20260312,2026-03-12T18:44:20Z,Wisconsin Badgers,Washington Huskies,betmgm,totals,Under,-115,157.5
20260312,2026-03-12T19:00:36Z,Utah State Aggies,UNLV Rebels,draftkings,h2h,UNLV Rebels,200,
20260312,2026-03-12T19:00:36Z,Utah State Aggies,UNLV Rebels,draftkings,h2h,Utah State Aggies,-270,
20260312,2026-03-12T19:00:36Z,Utah State Aggies,UNLV Rebels,draftkings,spreads,UNLV Rebels,-120,5.5
20260312,2026-03-12T19:00:36Z,Utah State Aggies,UNLV Rebels,draftkings,spreads,Utah State Aggies,-110,-5.5
20260312,2026-03-12T19:00:36Z,Utah State Aggies,UNLV Rebels,draftkings,totals,Over,-120,143.5
20260312,2026-03-12T19:00:36Z,Utah State Aggies,UNLV Rebels,draftkings,totals,Under,-110,143.5
20260312,2026-03-12T19:00:36Z,Utah State Aggies,UNLV Rebels,fanduel,h2h,UNLV Rebels,215,
20260312,2026-03-12T19:00:36Z,Utah State Aggies,UNLV Rebels,fanduel,h2h,Utah State Aggies,-290,
20260312,2026-03-12T19:00:36Z,Utah State Aggies,UNLV Rebels,fanduel,spreads,UNLV Rebels,-110,5.5
20260312,2026-03-12T19:00:36Z,Utah State Aggies,UNLV Rebels,fanduel,spreads,Utah State Aggies,-120,-5.5
20260312,2026-03-12T19:00:36Z,Utah State Aggies,UNLV Rebels,fanduel,totals,Over,-114,143.5
20260312,2026-03-12T19:00:36Z,Utah State Aggies,UNLV Rebels,fanduel,totals,Under,-114,143.5
20260312,2026-03-12T19:00:36Z,Utah State Aggies,UNLV Rebels,betmgm,h2h,UNLV Rebels,210,
20260312,2026-03-12T19:00:36Z,Utah State Aggies,UNLV Rebels,betmgm,h2h,Utah State Aggies,-285,
20260312,2026-03-12T19:00:36Z,Utah State Aggies,UNLV Rebels,betmgm,spreads,UNLV Rebels,-115,5.5
20260312,2026-03-12T19:00:36Z,Utah State Aggies,UNLV Rebels,betmgm,spreads,Utah State Aggies,-115,-5.5
20260312,2026-03-12T19:00:36Z,Utah State Aggies,UNLV Rebels,betmgm,totals,Over,-115,144.5
20260312,2026-03-12T19:00:36Z,Utah State Aggies,UNLV Rebels,betmgm,totals,Under,-115,144.5
20260312,2026-03-12T19:00:36Z,Utah State Aggies,UNLV Rebels,pinnacle,h2h,UNLV Rebels,203,
20260312,2026-03-12T19:00:36Z,Utah State Aggies,UNLV Rebels,pinnacle,h2h,Utah State Aggies,-284,
20260312,2026-03-12T19:00:36Z,Utah State Aggies,UNLV Rebels,pinnacle,spreads,UNLV Rebels,-116,5.5
20260312,2026-03-12T19:00:36Z,Utah State Aggies,UNLV Rebels,pinnacle,spreads,Utah State Aggies,-114,-5.5
20260312,2026-03-12T19:00:36Z,Utah State Aggies,UNLV Rebels,pinnacle,totals,Over,-107,150.0
20260312,2026-03-12T19:00:36Z,Utah State Aggies,UNLV Rebels,pinnacle,totals,Under,-123,150.0
20260312,2026-03-12T19:14:36Z,Arizona Wildcats,UCF Knights,draftkings,h2h,Arizona Wildcats,-20000,
20260312,2026-03-12T19:14:36Z,Arizona Wildcats,UCF Knights,draftkings,h2h,UCF Knights,3000,
20260312,2026-03-12T19:14:36Z,Arizona Wildcats,UCF Knights,draftkings,spreads,Arizona Wildcats,-120,-22.5
20260312,2026-03-12T19:14:36Z,Arizona Wildcats,UCF Knights,draftkings,spreads,UCF Knights,-110,22.5
20260312,2026-03-12T19:14:36Z,Arizona Wildcats,UCF Knights,draftkings,totals,Over,-120,158.5
20260312,2026-03-12T19:14:36Z,Arizona Wildcats,UCF Knights,draftkings,totals,Under,-110,158.5
20260312,2026-03-12T19:14:36Z,Arizona Wildcats,UCF Knights,fanduel,h2h,Arizona Wildcats,-10000,
20260312,2026-03-12T19:14:36Z,Arizona Wildcats,UCF Knights,fanduel,h2h,UCF Knights,1800,
20260312,2026-03-12T19:14:36Z,Arizona Wildcats,UCF Knights,fanduel,spreads,Arizona Wildcats,-114,-21.5
20260312,2026-03-12T19:14:36Z,Arizona Wildcats,UCF Knights,fanduel,spreads,UCF Knights,-114,21.5
20260312,2026-03-12T19:14:36Z,Arizona Wildcats,UCF Knights,fanduel,totals,Over,-114,161.5
20260312,2026-03-12T19:14:36Z,Arizona Wildcats,UCF Knights,fanduel,totals,Under,-114,161.5
20260312,2026-03-12T19:14:36Z,Arizona Wildcats,UCF Knights,betmgm,h2h,Arizona Wildcats,-10000,
20260312,2026-03-12T19:14:36Z,Arizona Wildcats,UCF Knights,betmgm,h2h,UCF Knights,2800,
20260312,2026-03-12T19:14:36Z,Arizona Wildcats,UCF Knights,betmgm,spreads,Arizona Wildcats,-115,-23.5
20260312,2026-03-12T19:14:36Z,Arizona Wildcats,UCF Knights,betmgm,spreads,UCF Knights,-115,23.5
20260312,2026-03-12T19:14:36Z,Arizona Wildcats,UCF Knights,betmgm,totals,Over,-115,165.5
20260312,2026-03-12T19:14:36Z,Arizona Wildcats,UCF Knights,betmgm,totals,Under,-115,165.5
20260312,2026-03-12T19:14:36Z,Arizona Wildcats,UCF Knights,pinnacle,h2h,Arizona Wildcats,-4958,
20260312,2026-03-12T19:14:36Z,Arizona Wildcats,UCF Knights,pinnacle,h2h,UCF Knights,1607,
20260312,2026-03-12T19:14:36Z,Arizona Wildcats,UCF Knights,pinnacle,spreads,Arizona Wildcats,-106,-23.0
20260312,2026-03-12T19:14:36Z,Arizona Wildcats,UCF Knights,pinnacle,spreads,UCF Knights,-125,23.0
20260312,2026-03-12T19:14:36Z,Arizona Wildcats,UCF Knights,pinnacle,totals,Over,-114,158.0
20260312,2026-03-12T19:14:36Z,Arizona Wildcats,UCF Knights,pinnacle,totals,Under,-116,158.0
20260312,2026-03-12T19:25:00Z,Tennessee Volunteers,Auburn Tigers,draftkings,h2h,Auburn Tigers,310,
20260312,2026-03-12T19:25:00Z,Tennessee Volunteers,Auburn Tigers,draftkings,h2h,Tennessee Volunteers,-445,
20260312,2026-03-12T19:25:00Z,Tennessee Volunteers,Auburn Tigers,draftkings,spreads,Auburn Tigers,-115,9.5
20260312,2026-03-12T19:25:00Z,Tennessee Volunteers,Auburn Tigers,draftkings,spreads,Tennessee Volunteers,-115,-9.5
20260312,2026-03-12T19:25:00Z,Tennessee Volunteers,Auburn Tigers,draftkings,totals,Over,-110,145.5
20260312,2026-03-12T19:25:00Z,Tennessee Volunteers,Auburn Tigers,draftkings,totals,Under,-120,145.5
20260312,2026-03-12T19:25:00Z,Tennessee Volunteers,Auburn Tigers,fanduel,h2h,Auburn Tigers,320,
20260312,2026-03-12T19:25:00Z,Tennessee Volunteers,Auburn Tigers,fanduel,h2h,Tennessee Volunteers,-460,
20260312,2026-03-12T19:25:00Z,Tennessee Volunteers,Auburn Tigers,fanduel,spreads,Auburn Tigers,-122,9.5
20260312,2026-03-12T19:25:00Z,Tennessee Volunteers,Auburn Tigers,fanduel,spreads,Tennessee Volunteers,-108,-9.5
20260312,2026-03-12T19:25:00Z,Tennessee Volunteers,Auburn Tigers,fanduel,totals,Over,-118,145.5
20260312,2026-03-12T19:25:00Z,Tennessee Volunteers,Auburn Tigers,fanduel,totals,Under,-112,145.5
20260312,2026-03-12T19:25:00Z,Tennessee Volunteers,Auburn Tigers,betmgm,h2h,Auburn Tigers,270,
20260312,2026-03-12T19:25:00Z,Tennessee Volunteers,Auburn Tigers,betmgm,h2h,Tennessee Volunteers,-375,
20260312,2026-03-12T19:25:00Z,Tennessee Volunteers,Auburn Tigers,betmgm,spreads,Auburn Tigers,-118,8.5
20260312,2026-03-12T19:25:00Z,Tennessee Volunteers,Auburn Tigers,betmgm,spreads,Tennessee Volunteers,-110,-8.5
20260312,2026-03-12T19:25:00Z,Tennessee Volunteers,Auburn Tigers,betmgm,totals,Over,-115,144.5
20260312,2026-03-12T19:25:00Z,Tennessee Volunteers,Auburn Tigers,betmgm,totals,Under,-115,144.5
20260312,2026-03-13T00:30:00Z,Southern Jaguars,Arkansas-Pine Bluff Golden Lions,draftkings,h2h,Arkansas-Pine Bluff Golden Lions,190,
20260312,2026-03-13T00:30:00Z,Southern Jaguars,Arkansas-Pine Bluff Golden Lions,draftkings,h2h,Southern Jaguars,-230,
20260312,2026-03-13T00:30:00Z,Southern Jaguars,Arkansas-Pine Bluff Golden Lions,draftkings,spreads,Arkansas-Pine Bluff Golden Lions,-108,4.5
20260312,2026-03-13T00:30:00Z,Southern Jaguars,Arkansas-Pine Bluff Golden Lions,draftkings,spreads,Southern Jaguars,-112,-4.5
20260312,2026-03-13T00:30:00Z,Southern Jaguars,Arkansas-Pine Bluff Golden Lions,draftkings,totals,Over,-108,151.5
20260312,2026-03-13T00:30:00Z,Southern Jaguars,Arkansas-Pine Bluff Golden Lions,draftkings,totals,Under,-112,151.5
20260312,2026-03-13T00:30:00Z,Southern Jaguars,Arkansas-Pine Bluff Golden Lions,fanduel,h2h,Arkansas-Pine Bluff Golden Lions,195,
20260312,2026-03-13T00:30:00Z,Southern Jaguars,Arkansas-Pine Bluff Golden Lions,fanduel,h2h,Southern Jaguars,-240,
20260312,2026-03-13T00:30:00Z,Southern Jaguars,Arkansas-Pine Bluff Golden Lions,fanduel,spreads,Arkansas-Pine Bluff Golden Lions,-114,5.5
20260312,2026-03-13T00:30:00Z,Southern Jaguars,Arkansas-Pine Bluff Golden Lions,fanduel,spreads,Southern Jaguars,-106,-5.5
20260312,2026-03-13T00:30:00Z,Southern Jaguars,Arkansas-Pine Bluff Golden Lions,fanduel,totals,Over,-110,151.5
20260312,2026-03-13T00:30:00Z,Southern Jaguars,Arkansas-Pine Bluff Golden Lions,fanduel,totals,Under,-110,151.5
20260312,2026-03-13T00:30:00Z,Southern Jaguars,Arkansas-Pine Bluff Golden Lions,betmgm,h2h,Arkansas-Pine Bluff Golden Lions,180,
20260312,2026-03-13T00:30:00Z,Southern Jaguars,Arkansas-Pine Bluff Golden Lions,betmgm,h2h,Southern Jaguars,-220,
20260312,2026-03-13T00:30:00Z,Southern Jaguars,Arkansas-Pine Bluff Golden Lions,betmgm,spreads,Arkansas-Pine Bluff Golden Lions,-118,5.5
20260312,2026-03-13T00:30:00Z,Southern Jaguars,Arkansas-Pine Bluff Golden Lions,betmgm,spreads,Southern Jaguars,-102,-5.5
20260312,2026-03-13T00:30:00Z,Southern Jaguars,Arkansas-Pine Bluff Golden Lions,betmgm,totals,Over,-105,151.5
20260312,2026-03-13T00:30:00Z,Southern Jaguars,Arkansas-Pine Bluff Golden Lions,betmgm,totals,Under,-115,151.5
20260312,2026-03-13T00:30:00Z,Southern Jaguars,Arkansas-Pine Bluff Golden Lions,pinnacle,h2h,Arkansas-Pine Bluff Golden Lions,180,
20260312,2026-03-13T00:30:00Z,Southern Jaguars,Arkansas-Pine Bluff Golden Lions,pinnacle,h2h,Southern Jaguars,-214,
20260312,2026-03-13T00:30:00Z,Southern Jaguars,Arkansas-Pine Bluff Golden Lions,pinnacle,spreads,Arkansas-Pine Bluff Golden Lions,-111,5.0
20260312,2026-03-13T00:30:00Z,Southern Jaguars,Arkansas-Pine Bluff Golden Lions,pinnacle,spreads,Southern Jaguars,-105,-5.0
20260312,2026-03-13T00:30:00Z,Southern Jaguars,Arkansas-Pine Bluff Golden Lions,pinnacle,totals,Over,-117,150.5
20260312,2026-03-13T00:30:00Z,Southern Jaguars,Arkansas-Pine Bluff Golden Lions,pinnacle,totals,Under,-104,150.5
20260312,2026-03-13T15:30:00Z,Saint Louis Billikens,GW Revolutionaries,draftkings,h2h,GW Revolutionaries,235,
20260312,2026-03-13T15:30:00Z,Saint Louis Billikens,GW Revolutionaries,draftkings,h2h,Saint Louis Billikens,-290,
20260312,2026-03-13T15:30:00Z,Saint Louis Billikens,GW Revolutionaries,draftkings,spreads,GW Revolutionaries,-110,6.5
20260312,2026-03-13T15:30:00Z,Saint Louis Billikens,GW Revolutionaries,draftkings,spreads,Saint Louis Billikens,-110,-6.5
20260312,2026-03-13T15:30:00Z,Saint Louis Billikens,GW Revolutionaries,draftkings,totals,Over,-110,160.5
20260312,2026-03-13T15:30:00Z,Saint Louis Billikens,GW Revolutionaries,draftkings,totals,Under,-110,160.5
20260312,2026-03-13T15:30:00Z,Saint Louis Billikens,GW Revolutionaries,fanduel,h2h,GW Revolutionaries,205,
20260312,2026-03-13T15:30:00Z,Saint Louis Billikens,GW Revolutionaries,fanduel,h2h,Saint Louis Billikens,-255,
20260312,2026-03-13T15:30:00Z,Saint Louis Billikens,GW Revolutionaries,fanduel,spreads,GW Revolutionaries,-110,6.5
20260312,2026-03-13T15:30:00Z,Saint Louis Billikens,GW Revolutionaries,fanduel,spreads,Saint Louis Billikens,-110,-6.5
20260312,2026-03-13T15:30:00Z,Saint Louis Billikens,GW Revolutionaries,fanduel,totals,Over,-110,162.5
20260312,2026-03-13T15:30:00Z,Saint Louis Billikens,GW Revolutionaries,fanduel,totals,Under,-110,162.5
20260312,2026-03-13T16:00:00Z,Michigan Wolverines,Ohio State Buckeyes,fanduel,h2h,Michigan Wolverines,-750,
20260312,2026-03-13T16:00:00Z,Michigan Wolverines,Ohio State Buckeyes,fanduel,h2h,Ohio State Buckeyes,520,
20260312,2026-03-13T16:00:00Z,Michigan Wolverines,Ohio State Buckeyes,fanduel,spreads,Michigan Wolverines,-108,-12.5
20260312,2026-03-13T16:00:00Z,Michigan Wolverines,Ohio State Buckeyes,fanduel,spreads,Ohio State Buckeyes,-112,12.5
20260312,2026-03-13T16:00:00Z,Michigan Wolverines,Ohio State Buckeyes,fanduel,totals,Over,-115,153.5
20260312,2026-03-13T16:00:00Z,Michigan Wolverines,Ohio State Buckeyes,fanduel,totals,Under,-105,153.5
20260312,2026-03-13T16:00:00Z,Michigan Wolverines,Ohio State Buckeyes,draftkings,h2h,Michigan Wolverines,-1200,
20260312,2026-03-13T16:00:00Z,Michigan Wolverines,Ohio State Buckeyes,draftkings,h2h,Ohio State Buckeyes,750,
20260312,2026-03-13T16:00:00Z,Michigan Wolverines,Ohio State Buckeyes,draftkings,spreads,Michigan Wolverines,-110,-13.5
20260312,2026-03-13T16:00:00Z,Michigan Wolverines,Ohio State Buckeyes,draftkings,spreads,Ohio State Buckeyes,-110,13.5
20260312,2026-03-13T16:00:00Z,Michigan Wolverines,Ohio State Buckeyes,draftkings,totals,Over,-110,154.5
20260312,2026-03-13T16:00:00Z,Michigan Wolverines,Ohio State Buckeyes,draftkings,totals,Under,-110,154.5
20260312,2026-03-13T17:00:00Z,Florida Gators,Kentucky Wildcats,fanduel,h2h,Florida Gators,-490,
20260312,2026-03-13T17:00:00Z,Florida Gators,Kentucky Wildcats,fanduel,h2h,Kentucky Wildcats,365,
20260312,2026-03-13T17:00:00Z,Florida Gators,Kentucky Wildcats,fanduel,spreads,Florida Gators,-110,-10.5
20260312,2026-03-13T17:00:00Z,Florida Gators,Kentucky Wildcats,fanduel,spreads,Kentucky Wildcats,-110,10.5
20260312,2026-03-13T17:00:00Z,Florida Gators,Kentucky Wildcats,fanduel,totals,Over,-110,159.5
20260312,2026-03-13T17:00:00Z,Florida Gators,Kentucky Wildcats,fanduel,totals,Under,-110,159.5
20260313,2026-03-12T21:01:00Z,Houston Cougars,BYU Cougars,fanduel,spreads,BYU Cougars,102,8.5
20260313,2026-03-12T21:01:00Z,Houston Cougars,BYU Cougars,fanduel,spreads,Houston Cougars,-136,-8.5
20260313,2026-03-12T21:01:00Z,Houston Cougars,BYU Cougars,draftkings,h2h,BYU Cougars,4000,
20260313,2026-03-12T21:01:00Z,Houston Cougars,BYU Cougars,draftkings,h2h,Houston Cougars,-100000,
20260313,2026-03-12T21:01:00Z,Houston Cougars,BYU Cougars,draftkings,spreads,BYU Cougars,105,8.5
20260313,2026-03-12T21:01:00Z,Houston Cougars,BYU Cougars,draftkings,spreads,Houston Cougars,-135,-8.5
20260313,2026-03-12T21:01:00Z,Houston Cougars,BYU Cougars,betmgm,h2h,BYU Cougars,3300,
20260313,2026-03-12T21:01:00Z,Houston Cougars,BYU Cougars,betmgm,h2h,Houston Cougars,-10000,
20260313,2026-03-12T21:01:00Z,Houston Cougars,BYU Cougars,pinnacle,h2h,BYU Cougars,299,
20260313,2026-03-12T21:01:00Z,Houston Cougars,BYU Cougars,pinnacle,h2h,Houston Cougars,-390,
20260313,2026-03-12T21:01:00Z,Houston Cougars,BYU Cougars,pinnacle,spreads,BYU Cougars,-110,4.0
20260313,2026-03-12T21:01:00Z,Houston Cougars,BYU Cougars,pinnacle,spreads,Houston Cougars,-110,-4.0
20260313,2026-03-12T21:02:00Z,Duke Blue Devils,Florida St Seminoles,fanduel,spreads,Duke Blue Devils,-130,-2.5
20260313,2026-03-12T21:02:00Z,Duke Blue Devils,Florida St Seminoles,fanduel,spreads,Florida St Seminoles,-102,2.5
20260313,2026-03-12T21:02:00Z,Duke Blue Devils,Florida St Seminoles,draftkings,h2h,Duke Blue Devils,-1050,
20260313,2026-03-12T21:02:00Z,Duke Blue Devils,Florida St Seminoles,draftkings,h2h,Florida St Seminoles,600,
20260313,2026-03-12T21:02:00Z,Duke Blue Devils,Florida St Seminoles,betmgm,h2h,Duke Blue Devils,-210,
20260313,2026-03-12T21:02:00Z,Duke Blue Devils,Florida St Seminoles,betmgm,h2h,Florida St Seminoles,160,
20260313,2026-03-12T21:02:00Z,Duke Blue Devils,Florida St Seminoles,pinnacle,h2h,Duke Blue Devils,-1341,
20260313,2026-03-12T21:02:00Z,Duke Blue Devils,Florida St Seminoles,pinnacle,h2h,Florida St Seminoles,694,
20260313,2026-03-12T21:02:00Z,Duke Blue Devils,Florida St Seminoles,pinnacle,spreads,Duke Blue Devils,-118,-7.5
20260313,2026-03-12T21:02:00Z,Duke Blue Devils,Florida St Seminoles,pinnacle,spreads,Florida St Seminoles,-112,7.5
20260313,2026-03-12T21:10:00Z,UCLA Bruins,Rutgers Scarlet Knights,fanduel,h2h,Rutgers Scarlet Knights,680,
20260313,2026-03-12T21:10:00Z,UCLA Bruins,Rutgers Scarlet Knights,fanduel,h2h,UCLA Bruins,-1400,
20260313,2026-03-12T21:10:00Z,UCLA Bruins,Rutgers Scarlet Knights,fanduel,spreads,Rutgers Scarlet Knights,-114,12.5
20260313,2026-03-12T21:10:00Z,UCLA Bruins,Rutgers Scarlet Knights,fanduel,spreads,UCLA Bruins,-114,-12.5
20260313,2026-03-12T21:10:00Z,UCLA Bruins,Rutgers Scarlet Knights,fanduel,totals,Over,-122,140.5
20260313,2026-03-12T21:10:00Z,UCLA Bruins,Rutgers Scarlet Knights,fanduel,totals,Under,-108,140.5
20260313,2026-03-12T21:10:00Z,UCLA Bruins,Rutgers Scarlet Knights,draftkings,h2h,Rutgers Scarlet Knights,700,
20260313,2026-03-12T21:10:00Z,UCLA Bruins,Rutgers Scarlet Knights,draftkings,h2h,UCLA Bruins,-1300,
20260313,2026-03-12T21:10:00Z,UCLA Bruins,Rutgers Scarlet Knights,draftkings,spreads,Rutgers Scarlet Knights,-115,12.5
20260313,2026-03-12T21:10:00Z,UCLA Bruins,Rutgers Scarlet Knights,draftkings,spreads,UCLA Bruins,-115,-12.5
20260313,2026-03-12T21:10:00Z,UCLA Bruins,Rutgers Scarlet Knights,draftkings,totals,Over,-110,140.5
20260313,2026-03-12T21:10:00Z,UCLA Bruins,Rutgers Scarlet Knights,draftkings,totals,Under,-120,140.5
20260313,2026-03-12T21:10:00Z,UCLA Bruins,Rutgers Scarlet Knights,betmgm,h2h,Rutgers Scarlet Knights,525,
20260313,2026-03-12T21:10:00Z,UCLA Bruins,Rutgers Scarlet Knights,betmgm,h2h,UCLA Bruins,-900,
20260313,2026-03-12T21:10:00Z,UCLA Bruins,Rutgers Scarlet Knights,betmgm,spreads,Rutgers Scarlet Knights,-110,11.5
20260313,2026-03-12T21:10:00Z,UCLA Bruins,Rutgers Scarlet Knights,betmgm,spreads,UCLA Bruins,-118,-11.5
20260313,2026-03-12T21:10:00Z,UCLA Bruins,Rutgers Scarlet Knights,betmgm,totals,Over,-115,138.5
20260313,2026-03-12T21:10:00Z,UCLA Bruins,Rutgers Scarlet Knights,betmgm,totals,Under,-115,138.5
20260313,2026-03-12T21:10:00Z,UCLA Bruins,Rutgers Scarlet Knights,pinnacle,h2h,Rutgers Scarlet Knights,462,
20260313,2026-03-12T21:10:00Z,UCLA Bruins,Rutgers Scarlet Knights,pinnacle,h2h,UCLA Bruins,-617,
20260313,2026-03-12T21:10:00Z,UCLA Bruins,Rutgers Scarlet Knights,pinnacle,spreads,Rutgers Scarlet Knights,-118,10.5
20260313,2026-03-12T21:10:00Z,UCLA Bruins,Rutgers Scarlet Knights,pinnacle,spreads,UCLA Bruins,101,-10.5
20260313,2026-03-12T21:10:00Z,UCLA Bruins,Rutgers Scarlet Knights,pinnacle,totals,Over,-105,142.5
20260313,2026-03-12T21:10:00Z,UCLA Bruins,Rutgers Scarlet Knights,pinnacle,totals,Under,-116,142.5
20260313,2026-03-12T23:02:28Z,Charlotte 49ers,Tulane Green Wave,fanduel,spreads,Charlotte 49ers,148,-15.5
20260313,2026-03-12T23:02:28Z,Charlotte 49ers,Tulane Green Wave,fanduel,spreads,Tulane Green Wave,-200,15.5
20260313,2026-03-12T23:02:28Z,Charlotte 49ers,Tulane Green Wave,draftkings,spreads,Charlotte 49ers,110,-15.5
20260313,2026-03-12T23:02:28Z,Charlotte 49ers,Tulane Green Wave,draftkings,spreads,Tulane Green Wave,-140,15.5
20260313,2026-03-12T23:02:28Z,Charlotte 49ers,Tulane Green Wave,betmgm,spreads,Charlotte 49ers,450,-14.5
20260313,2026-03-12T23:02:28Z,Charlotte 49ers,Tulane Green Wave,betmgm,spreads,Tulane Green Wave,-750,14.5
20260313,2026-03-12T23:02:28Z,Charlotte 49ers,Tulane Green Wave,pinnacle,spreads,Charlotte 49ers,-121,-12.5
20260313,2026-03-12T23:02:28Z,Charlotte 49ers,Tulane Green Wave,pinnacle,spreads,Tulane Green Wave,-109,12.5
20260313,2026-03-12T23:02:28Z,Charlotte 49ers,Tulane Green Wave,pinnacle,totals,Over,-121,121.0
20260313,2026-03-12T23:02:28Z,Charlotte 49ers,Tulane Green Wave,pinnacle,totals,Under,-109,121.0
20260313,2026-03-12T23:02:55Z,Georgia Bulldogs,Ole Miss Rebels,draftkings,h2h,Georgia Bulldogs,1800,
20260313,2026-03-12T23:02:55Z,Georgia Bulldogs,Ole Miss Rebels,draftkings,h2h,Ole Miss Rebels,-6500,
20260313,2026-03-12T23:02:55Z,Georgia Bulldogs,Ole Miss Rebels,draftkings,spreads,Georgia Bulldogs,-145,5.5
20260313,2026-03-12T23:02:55Z,Georgia Bulldogs,Ole Miss Rebels,draftkings,spreads,Ole Miss Rebels,114,-5.5
20260313,2026-03-12T23:02:55Z,Georgia Bulldogs,Ole Miss Rebels,fanduel,h2h,Georgia Bulldogs,1200,
20260313,2026-03-12T23:02:55Z,Georgia Bulldogs,Ole Miss Rebels,fanduel,h2h,Ole Miss Rebels,-4500,
20260313,2026-03-12T23:02:55Z,Georgia Bulldogs,Ole Miss Rebels,fanduel,spreads,Georgia Bulldogs,-166,5.5
20260313,2026-03-12T23:02:55Z,Georgia Bulldogs,Ole Miss Rebels,fanduel,spreads,Ole Miss Rebels,124,-5.5
20260313,2026-03-12T23:02:55Z,Georgia Bulldogs,Ole Miss Rebels,betmgm,h2h,Georgia Bulldogs,1050,
20260313,2026-03-12T23:02:55Z,Georgia Bulldogs,Ole Miss Rebels,betmgm,h2h,Ole Miss Rebels,-3000,
20260313,2026-03-12T23:02:55Z,Georgia Bulldogs,Ole Miss Rebels,betmgm,spreads,Georgia Bulldogs,105,3.5
20260313,2026-03-12T23:02:55Z,Georgia Bulldogs,Ole Miss Rebels,betmgm,spreads,Ole Miss Rebels,-140,-3.5
20260313,2026-03-12T23:02:55Z,Georgia Bulldogs,Ole Miss Rebels,betmgm,totals,Over,-140,143.5
20260313,2026-03-12T23:02:55Z,Georgia Bulldogs,Ole Miss Rebels,betmgm,totals,Under,105,143.5
20260313,2026-03-12T23:02:55Z,Georgia Bulldogs,Ole Miss Rebels,pinnacle,h2h,Georgia Bulldogs,117,
20260313,2026-03-12T23:02:55Z,Georgia Bulldogs,Ole Miss Rebels,pinnacle,h2h,Ole Miss Rebels,-157,
20260313,2026-03-12T23:02:55Z,Georgia Bulldogs,Ole Miss Rebels,pinnacle,spreads,Georgia Bulldogs,-114,1.5
20260313,2026-03-12T23:02:55Z,Georgia Bulldogs,Ole Miss Rebels,pinnacle,spreads,Ole Miss Rebels,-116,-1.5
20260313,2026-03-12T23:02:55Z,Georgia Bulldogs,Ole Miss Rebels,pinnacle,totals,Over,-111,146.0
20260313,2026-03-12T23:02:55Z,Georgia Bulldogs,Ole Miss Rebels,pinnacle,totals,Under,-119,146.0
20260313,2026-03-12T23:06:43Z,UConn Huskies,Xavier Musketeers,fanduel,spreads,UConn Huskies,132,-23.5
20260313,2026-03-12T23:06:43Z,UConn Huskies,Xavier Musketeers,fanduel,spreads,Xavier Musketeers,-178,23.5
20260313,2026-03-12T23:06:43Z,UConn Huskies,Xavier Musketeers,draftkings,spreads,UConn Huskies,-160,-24.5
20260313,2026-03-12T23:06:43Z,UConn Huskies,Xavier Musketeers,draftkings,spreads,Xavier Musketeers,124,24.5
20260313,2026-03-12T23:06:43Z,UConn Huskies,Xavier Musketeers,betmgm,spreads,UConn Huskies,-140,-24.5
20260313,2026-03-12T23:06:43Z,UConn Huskies,Xavier Musketeers,betmgm,spreads,Xavier Musketeers,105,24.5
20260313,2026-03-12T23:06:43Z,UConn Huskies,Xavier Musketeers,pinnacle,spreads,UConn Huskies,-114,-18.5
20260313,2026-03-12T23:06:43Z,UConn Huskies,Xavier Musketeers,pinnacle,spreads,Xavier Musketeers,-106,18.5
20260313,2026-03-12T23:45:10Z,Davidson Wildcats,Loyola (Chi) Ramblers,draftkings,h2h,Davidson Wildcats,170,
20260313,2026-03-12T23:45:10Z,Davidson Wildcats,Loyola (Chi) Ramblers,draftkings,h2h,Loyola (Chi) Ramblers,-220,
20260313,2026-03-12T23:45:10Z,Davidson Wildcats,Loyola (Chi) Ramblers,draftkings,spreads,Davidson Wildcats,-105,2.5
20260313,2026-03-12T23:45:10Z,Davidson Wildcats,Loyola (Chi) Ramblers,draftkings,spreads,Loyola (Chi) Ramblers,-125,-2.5
20260313,2026-03-12T23:45:10Z,Davidson Wildcats,Loyola (Chi) Ramblers,draftkings,totals,Over,-120,108.5
